label,statement,len
false,"In the 38 Studios deal, Wall Street investors took a risk, and went bust.",73
false,Says President Barack Obama broke his promise to keep a Wisconsin GM plant from closing.,88
false,"The weight of the evidence (on global warming) is that most of it, maybe all of it, is because of natural causes ... its fair to say the science is in dispute.",159
true,Mercedes said high taxes and the cost of doing business in New Jersey worked to Georgias advantage in landing the companys USA corporate headquarters.,150
false,State Department officials actually directed contracts for the Haitian recovery after the earthquake to friends of the Clintons.,128
true,"The federal government is making the decision, whether we like it or not, to send 425 refugees to our state from Syria.",119
false,Beer drinking is not allowed in any Illinois state parks.,57
false,Says U.S. Senate rival Tommy Thompson ran Medicare into the ground and nine years closer to bankruptcy.,103
false,"On new dollar coins, In God We Trust is gone!",45
false,Freshman Rep. Bob Gibbs is spending his one year anniversary on vacation only working 6 days in all of January.,111
false,Early voting remains at 96 hours.,33
true,Says Obama flip-flopped on banning handguns.,44
true,I remain one of the poorer members of the United States Senate.,63
false,[T]he Georgia Dome has returned $10 billion in economic impact to the state of Georgia.,87
true,What happens is people like Warren Buffett and he says this himself...pay 15 percent on the millions of dollars that they earn from wealth income... while their secretary is paying a higher rate on her work income. It's not right.,230
true,"Other Western countries have ended their ""Don't Ask, Don't Tell"" policies.",74
true,The U.S. is borrowing approximately $2.52 for every $1 of economic growth so far in 2012.,89
false,"The Northwest Corridor highway project in Cobb and Cherokee counties is expected to create over 9,700 jobs statewide.",117
false,The presidents own advisers have said theres a war on coal.,59
false,"Because of the new health care law, 17 million kids can no longer be denied for a pre-existing condition.",105
false,Says Hillary Clinton is proposing destroying Medicare for seniors.,66
false,On supporting winner of Democratic primary with her superdelegate vote.,71
true,The IRS has been specifically forbidden ... from ever actually pursuing either civil or criminal remedies for people who dont purchase health insurance.,152
false,A bill to advance the Keystone XL Pipeline is an earmark under House rules.,75
true,Says Rick Scott thinks employers should be able to deny women coverage for birth control.,89
false,Florida is the first state requiring drug testing to receive welfare!,69
false,Says Hillary Clinton wants to raise taxes on African-American owned businesses to as much as nearly 50 percent more than theyre paying now.,139
false,"A lot of people who go into prison straight, and when they come out theyre gay.",79
true,"SaysGOP U.S. Senate candidate Darryl Glenn wants to eliminate the Department of Education and jeopardize college fundingfor 320,000 Coloradans.",143
false,The president of the United States will be taking a trip over to India that is expected to cost the taxpayers $200 million a day.,129
false,Michael Bennet cast the deciding vote for the stimulus and the health care bill.,80
true,White people control almost 90 percent of the nations wealth.,61
false,200 consumer laws were destroyed in 2011 when Gov. Scott Walker signed Act 92.,78
false,Congress Approves Bill Offering Free Cars To Welfare Recipients.,64
false,Wisconsin is not walking away from a dime in federal funds by rejecting the Obamacare Medicaid expansion.,105
false,"Says that in 2007, Oregon ranked 25th -- or 7th from the bottom -- in percentage of children with untreated decay compared to 32 other states with similar data.",160
true,"Says that, as a Supreme Court justice, Greg Abbott found that a company whose vacuum cleaners were sold door to door had no responsibility in the hiring of a salesman who raped a customer.",188
true,"The original compromise for the Confederate battle flag in South Carolina was to put it on the back side of the statehouse, out of public view so it would not have any appearance of sovereignty.",194
true,The nine-day deer hunt contributes more than $1.3 billion in revenue to the state of Wisconsin.,95
true,Weve now gained private sector jobs 12 months in a row.,55
true,George Bush sent people to war without body armor.,50
